eps,alpha_eqCE,es_ce_loss_pct,es_bottom5,var_bottom5,cond_shortfall_ratio,es_q5,var_q5,es_cond_shortfall,var_cond_shortfall,es_prob_shortfall,k_eps,c,Y0_es,bottom5_gain_pct
0.1,0.08117781140467377,2.2746820011710955,0.7128516721452784,0.5735982818139025,3.0157373832227763,0.7874596972695173,0.6336318577919217,0.1310579591188752,0.3952363866836743,0.2479065097708637,0.7275526374048911,1.374470998506585,0.8034200452086158,24.277163085463215
0.12,0.1418961990808411,0.753460065666952,0.6846890408863163,0.6152922090241297,2.197007984903295,0.7563495267360658,0.6796895281066109,0.13924777398632954,0.30592847132797535,0.302051108116227,0.8524444670008218,1.1730969449755793,0.9041459554388606,11.278678787799358
0.14,0.24150832094486033,0.10286781116205372,0.6598818261820912,0.6385013465502559,1.524641686128093,0.728945955215639,0.7053277655189032,0.14740430692297937,0.22473875104959418,0.35581774094511276,0.9465797509509023,1.056435021978268,0.9676146799873866,3.348541040258013
