label,mean,std,prob_shortfall,exp_shortfall,cond_shortfall,q5,bottom5_mean,ce,ce_loss_pct,atom_mass,Y0,c,k_low
Merton,1.105617952019829,0.27838005099178453,0.3893510804812248,0.059408058115687334,0.1525822351443355,0.7130994341194594,0.6455366868685931,1.0082359358735984,0.0,0.0,1.0,1.0,1.0
ES (eps=0.1),1.015160891223819,0.14701064935409272,0.2479065097708637,0.032490121222852886,0.1310579591188752,0.7874596972695173,0.7128516721452784,0.9853017745109427,2.2746820011710955,0.4784457375053126,0.8034200452086158,1.374470998506585,0.7275526374048911
VaR (alpha=0.1),1.0698075120195216,0.22387065623394953,0.10000000000000003,0.036108874167496974,0.3610887416749696,0.6533458964665232,0.5914445099861578,0.9921317397616704,1.597264642027896,0.42868787691904403,0.9162058826666714,1.0,0.7149262079955382
VaR equal-CE (alpha=0.08118),1.057157192672039,0.2073457912106467,0.08117781140467367,0.03208442485847199,0.3952363866836743,0.6336318577919217,0.5735982818139025,0.9853017745109423,2.2746820011711395,0.4963412229814211,0.888560314978142,1.0,0.673757405167766
VaR threshold-matched (alpha=0.10666),1.0733786187745575,0.2285847431919176,0.10666267405019675,0.037412714526660854,0.35075732780760754,0.6588006804328855,0.5963824793642671,0.9939703059168882,1.4149098885619051,0.40866753334883527,0.923855284286374,1.0,0.7275526374048912
